0, 9
1, 2
2, 5
3, 9
4, 2
5, 7
6, 4
7, 6
8, 8
9, 4
10, 6
11, 7
12, 6
13, 2
14, 8
15, 3
16, 4
17, 3
18, 0
19, 9
20, 4
21, 2
22, 8
23, 7
24, 0
25, 6
26, 6
27, 9
28, 1
29, 7
30, 6
31, 7
32, 2
33, 4
34, 3
35, 5
36, 5
37, 7
38, 3
39, 8
40, 9
41, 6
42, 0
43, 3
44, 4
45, 2
46, 6
47, 4
48, 4
49, 4
50, 8
51, 9
52, 0
53, 6
54, 3
55, 6
56, 8
57, 0
58, 6
59, 2
60, 5
61, 4
62, 0
63, 2
64, 8
65, 2
66, 1
67, 0
68, 3
69, 6
70, 7
71, 4
72, 4
73, 7
74, 0
75, 2
76, 5
77, 8
78, 4
79, 5
80, 8
81, 6
82, 0
83, 0
84, 5
85, 7
86, 3
87, 4
88, 4
89, 7
90, 9
91, 1
92, 8
93, 1
94, 0
95, 3
96, 3
97, 3
98, 4
99, 6
100, 9
101, 1
102, 9
103, 9
104, 8
105, 7
106, 0
107, 3
108, 7
109, 1
110, 9
111, 9
112, 5
113, 7
114, 9
115, 5
116, 9
117, 4
118, 6
119, 9
120, 3
121, 7
122, 5
123, 5
124, 5
125, 7
126, 1
127, 1
128, 1
129, 3
130, 9
131, 5
132, 4
133, 2
134, 1
135, 4
136, 2
137, 0
138, 0
139, 0
140, 6
141, 9
142, 7
143, 9
144, 5
145, 9
146, 1
147, 5
148, 7
149, 4
150, 1
151, 4
152, 0
153, 2
154, 9
155, 8
156, 3
157, 9
158, 2
159, 3
160, 2
161, 6
162, 9
163, 2
164, 5
165, 0
166, 5
167, 6
168, 9
169, 2
170, 6
171, 1
172, 0
173, 4
174, 2
175, 1
176, 7
177, 8
178, 2
179, 8
180, 5
181, 8
182, 2
183, 6
184, 7
185, 0
186, 1
187, 5
188, 3
189, 4
190, 7
191, 9
192, 9
193, 5
194, 7
195, 4
196, 1
197, 3
198, 7
199, 4
200, 0
201, 0
202, 1
203, 6
204, 9
205, 0
206, 7
207, 6
208, 1
209, 0
210, 6
211, 0
212, 0
213, 8
214, 7
215, 8
216, 1
217, 7
218, 5
219, 1
220, 8
221, 2
222, 0
223, 8
224, 9
225, 3
226, 9
227, 4
228, 2
229, 3
230, 2
231, 5
232, 8
233, 9
234, 3
235, 0
236, 8
237, 7
238, 1
239, 4
240, 7
241, 2
242, 7
243, 1
244, 7
245, 0
246, 8
247, 5
248, 5
249, 5
250, 9
251, 0
252, 0
253, 1
254, 7
255, 3
256, 7
257, 4
258, 2
259, 6
260, 2
261, 8
262, 9
263, 9
264, 4
265, 8
266, 3
267, 9
268, 2
269, 5
270, 9
271, 5
272, 0
273, 1
274, 5
275, 1
276, 8
277, 8
278, 6
279, 8
280, 7
281, 5
282, 1
283, 6
284, 6
285, 1
286, 9
287, 7
288, 4
289, 4
290, 0
291, 4
292, 3
293, 9
294, 7
295, 2
296, 4
297, 4
298, 9
299, 4
300, 8
301, 1
302, 9
303, 5
304, 7
305, 8
306, 4
307, 5
308, 7
309, 1
310, 3
311, 3
312, 2
313, 0
314, 8
315, 4
316, 6
317, 7
318, 2
319, 5
320, 7
321, 5
322, 5
323, 3
