31, 2, 22687.79, 10, 26317.02, 15, 26446.95, 6, 26884.57, 4, 28223.69, 33, 28402.82, 26, 28545.70, 23, 28991.96, 28, 30298.02, 41, 32507.30, 14, 32884.33, 39, 33259.60, 5, 33511.01, 36, 34926.73, 34, 38674.63, 31, 40002.06, 25, 40528.90, 24, 43777.35, 32, 50178.51, 7, 52260.58, 22, 56752.25, 40, 59480.13, 43, 67975.69, 37, 69838.44, 11, 70671.28, 45, 72366.63, 18, 72908.60, 9, 84491.68, 1, 86243.83, 3, 90173.73, 19, 91856.70, 17, 98055.64, 12, 99410.13, 30, 100585.90, 21, 105890.47, 20, 117288.83, 35, 121269.20, 38, 137761.09, 16, 180442.19, 13, 194160.58, 27, 205748.12, 29, 300378.30, 8, 371053.57, 42, 381866.99, 44, 425673.54
32, 42, 17193.32, 36, 18844.42, 22, 20266.01, 4, 20949.34, 13, 21045.90, 12, 22086.39, 9, 24130.25, 20, 25501.37, 5, 25860.04, 19, 28059.89, 40, 29940.06, 3, 30488.95, 23, 30975.33, 26, 31081.52, 41, 31931.10, 27, 32419.10, 21, 33316.81, 32, 33993.41, 1, 38547.34, 10, 43072.90, 24, 56060.80, 33, 56155.92, 17, 60995.95, 45, 66222.79, 38, 83201.95, 16, 87706.92, 25, 111945.24, 28, 161403.28, 39, 177014.32, 37, 194047.71, 30, 204067.13, 44, 322877.75, 18, 371539.54, 6, 403541.35, 43, 443590.49, 15, 492854.15, 35, 533386.32, 11, 596670.62, 31, 602900.94, 2, 662707.90, 34, 677398.95, 7, 703800.76, 14, 711323.08, 29, 855816.24, 8, 1032169.94
33, 19, 17232.49, 1, 18321.90, 38, 20748.99, 4, 23253.38, 3, 24020.32, 36, 24731.07, 44, 28243.05, 5, 29046.34, 34, 29136.86, 33, 29941.34, 10, 29973.63, 20, 32711.12, 37, 35952.90, 35, 39657.95, 14, 41135.05, 13, 42006.30, 45, 43356.39, 30, 46214.39, 39, 61738.04, 22, 74128.93, 31, 78374.55, 9, 79062.83, 41, 82566.98, 26, 82651.38, 28, 87457.51, 17, 97530.85, 18, 98139.95, 27, 98472.89, 24, 100226.97, 6, 105673.75, 43, 106004.02, 15, 110057.27, 32, 115350.42, 7, 119040.60, 21, 121769.49, 23, 141220.52, 25, 142229.75, 8, 153382.60, 42, 169381.82, 16, 181982.04, 2, 185223.48, 11, 200730.88, 29, 210848.14, 40, 222993.35, 12, 273575.79
34, 8, 45163.52, 27, 47533.22, 31, 65946.65, 28, 67363.33, 11, 90142.30, 38, 90771.05, 34, 93915.48, 39, 95438.12, 14, 98707.95, 9, 100503.58, 6, 101301.29, 44, 102364.03, 35, 104521.69, 36, 105604.68, 45, 107619.17, 25, 108886.67, 26, 110678.43, 3, 111780.27, 20, 113713.35, 41, 114188.21, 42, 126475.53, 24, 137005.66, 15, 138633.66, 32, 142190.51, 5, 145664.91, 13, 148102.99, 2, 149817.98, 12, 149945.18, 7, 151173.31, 10, 151506.37, 16, 153603.56, 1, 155803.62, 22, 156625.32, 19, 161034.37, 43, 161419.34, 21, 165048.07, 37, 187088.87, 40, 241727.59, 30, 252791.45, 29, 253028.75, 17, 256878.15, 33, 258632.76, 18, 267193.66, 4, 267993.22, 23, 314495.59
35, 30, 37402.38, 12, 41754.12, 1, 42160.83, 38, 46413.13, 37, 47778.14, 13, 48166.07, 4, 49738.12, 21, 51659.65, 18, 55495.21, 3, 58091.65, 15, 58520.02, 31, 59944.08, 14, 62752.20, 32, 69307.56, 10, 73502.65, 27, 84421.38, 8, 93453.04, 41, 101638.49, 28, 107798.36, 16, 150827.95, 45, 153441.50, 43, 161163.19, 17, 168545.51, 23, 172131.47, 39, 182562.77, 6, 193508.54, 29, 193546.68, 42, 207524.68, 24, 211839.19, 19, 230311.84, 20, 272369.05, 26, 279641.48, 7, 291150.15, 9, 294889.38, 22, 299615.99, 25, 335839.92, 11, 342247.53, 2, 354059.15, 36, 376248.31, 44, 377226.53, 35, 414554.30, 5, 438406.15, 34, 450033.57, 40, 462265.77, 33, 481047.62
36, 26, 33401.24, 27, 39746.96, 34, 42875.79, 17, 45676.36, 16, 45765.72, 6, 49100.66, 19, 50585.54, 9, 53444.45, 18, 55664.44, 13, 56039.55, 20, 56425.72, 28, 58363.80, 43, 59851.00, 5, 62588.22, 3, 64066.99, 44, 65324.85, 29, 68131.91, 36, 78743.69, 15, 89219.46, 33, 91057.46, 7, 91373.95, 22, 92909.86, 25, 93634.15, 30, 93764.60, 37, 97515.47, 12, 97676.21, 40, 103694.24, 8, 106937.75, 35, 111487.92, 38, 121300.08, 41, 131600.72, 21, 131814.05, 45, 133348.93, 39, 135703.61, 24, 139160.62, 10, 140473.13, 14, 167572.10, 32, 171003.32, 4, 183950.22, 23, 184422.79, 42, 197786.81, 1, 212613.44, 31, 254959.83, 11, 286748.83, 2, 323414.44
37, 1, 17354.35, 32, 19301.92, 38, 19932.45, 27, 21110.67, 25, 21149.92, 22, 21211.64, 45, 21511.37, 41, 22792.77, 2, 24789.92, 10, 25858.45, 30, 27095.87, 9, 27185.64, 19, 27824.23, 6, 28063.86, 28, 29531.83, 24, 29569.96, 42, 30802.85, 7, 34129.16, 16, 34429.77, 5, 38931.30, 37, 41964.63, 17, 55291.28, 15, 56968.39, 33, 61210.81, 18, 73230.33, 35, 75714.17, 43, 78005.37, 11, 82319.04, 8, 84225.79, 14, 88015.50, 26, 92711.92, 29, 93319.21, 23, 96215.96, 4, 97560.64, 39, 105115.04, 44, 106315.06, 3, 115896.69, 21, 121818.99, 31, 132887.97, 40, 138944.17, 36, 152224.42, 12, 181924.34, 20, 203995.78, 13, 261728.29, 34, 458312.16
38, 12, 37928.92, 23, 40246.30, 10, 45624.52, 43, 45655.69, 27, 50496.20, 1, 52350.93, 39, 52804.09, 22, 53375.45, 30, 61182.13, 14, 62828.97, 31, 67244.74, 28, 69033.70, 24, 69725.80, 9, 71630.62, 6, 73024.95, 5, 77379.26, 18, 80403.69, 45, 81917.22, 32, 82763.81, 35, 82811.81, 29, 85718.47, 21, 86290.57, 4, 93033.17, 20, 93860.40, 37, 102683.06, 36, 138655.08, 3, 156717.35, 15, 169427.16, 8, 173991.19, 42, 178455.23, 16, 206996.79, 11, 222133.33, 41, 222469.64, 2, 240578.48, 7, 248503.84, 17, 257793.84, 40, 264077.01, 44, 277603.15, 19, 279211.49, 13, 286889.91, 33, 293691.23, 34, 314328.58, 25, 342667.89, 26, 381965.84, 38, 412125.84
39, 6, 31196.21, 15, 35309.29, 36, 39254.58, 1, 44834.31, 8, 46275.91, 28, 46729.88, 16, 46874.65, 40, 48777.07, 11, 49617.74, 3, 49878.49, 44, 50103.90, 32, 51090.93, 35, 51860.88, 13, 52729.72, 39, 56551.22, 4, 58337.69, 33, 60021.41, 41, 61744.36, 45, 70024.91, 31, 77729.38, 20, 149878.84, 27, 152064.33, 5, 159743.16, 30, 170805.02, 24, 179958.77, 21, 207034.26, 37, 218549.20, 17, 227484.47, 14, 232634.35, 22, 238291.93, 25, 244398.64, 10, 250728.20, 19, 254010.63, 43, 258619.58, 23, 268985.43, 26, 271921.57, 2, 273702.53, 42, 290256.09, 12, 291024.86, 34, 313355.46, 18, 316769.95, 7, 317531.33, 38, 319185.72, 29, 326057.78, 9, 328865.38
40, 24, 23337.94, 25, 24307.69, 41, 24820.43, 1, 25932.83, 11, 26090.85, 30, 27951.87, 7, 31013.78, 17, 39179.53, 2, 40779.37, 5, 40903.24, 18, 42803.15, 29, 44481.86, 13, 44853.49, 27, 47623.51, 14, 52462.30, 26, 52809.80, 6, 53091.03, 3, 55353.05, 40, 60108.04, 19, 61179.91, 44, 88246.20, 37, 92735.45, 36, 111052.00, 23, 113097.23, 42, 115130.76, 20, 117446.94, 34, 184129.30, 39, 208835.63, 22, 231056.69, 45, 246898.96, 9, 255038.29, 4, 263413.61, 16, 280288.58, 35, 303663.80, 33, 324345.44, 8, 336512.24, 32, 405271.80, 10, 427215.28, 28, 562974.09, 31, 570889.87, 43, 592233.20, 21, 637475.84, 15, 719605.48, 38, 835609.03, 12, 983491.68
41, 24, 100640.93, 22, 110645.26, 6, 111457.41, 29, 112160.63, 43, 112598.86, 7, 117216.80, 10, 117276.70, 26, 117462.00, 34, 119690.58, 31, 122722.81, 16, 123712.39, 3, 134786.25, 20, 141724.35, 45, 142804.36, 39, 142984.06, 23, 158266.74, 11, 162393.99, 40, 162766.27, 37, 164919.63, 21, 166249.23, 27, 170091.72, 14, 183798.63, 44, 188254.87, 42, 190045.33, 2, 193134.73, 28, 193995.74, 33, 194665.57, 25, 196330.95, 36, 196718.73, 5, 204850.08, 15, 212246.25, 41, 222531.02, 38, 240212.87, 9, 244265.93, 30, 262165.36, 18, 287582.20, 19, 291316.30, 12, 291859.22, 32, 305309.96, 8, 354708.32, 35, 366159.14, 17, 413706.45, 13, 422475.54, 4, 428285.39, 1, 552481.71
